SrcFileName,ReportedDateTime,Athletic Fields,Garden,Hard Court Surfaces,Picnic Areas,Playground/Tot Lot,Trails/Paths,Wading Pool
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-01 11:00:00,3.0,,8.0,3.0,29.0,9.0,16.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-01 12:00:00,3.0,,16.0,18.0,26.0,25.0,8.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-01 17:00:00,23.0,,1.0,19.0,17.0,13.0,31.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-01 18:00:00,15.0,,11.0,17.0,23.0,18.0,31.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-10 10:00:00,25.0,,12.0,8.0,2.0,6.0,30.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-10 11:00:00,1.0,,15.0,21.0,8.0,1.0,20.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-10 17:00:00,1.0,,14.0,0.0,14.0,3.0,16.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-10 18:00:00,17.0,,5.0,26.0,18.0,17.0,32.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-12 12:00:00,25.0,,21.0,24.0,32.0,3.0,6.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-12 13:00:00,11.0,,10.0,21.0,12.0,7.0,14.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-12 14:00:00,5.0,,11.0,0.0,26.0,1.0,3.0
_Volumes_Samsung_USB_ExcelDataCollectionParser_data_sample_folder_2_2017_Location_E_TypeA_,2017-05-12 15:00:00,28.0,,9.0,7.0,26.0,5.0,19.0
